customer_unique_id,order_id,delivery_delay_days,delay_bucket,lateornot,review_score,has_repurchased
001a34eb30ecb8e3aacb07c475ca4dd1,279b9a9df2c05138cfda068bb1e0143d,-6.0,En avance,0,5.0,0
001a3a8e11d76c9a366c31a4aa2cc529,5a082b558a3798d3e36d93bfa8ca1eae,-7.0,En avance,0,5.0,0
001ae5a1788703d64536c30362503e49,0247aa98317f60908e99f44e7a2a4896,0.0,À temps,0,5.0,0
001deb796b28a3a128d6113857569aa4,bc444369eaecdac2463e2551eff32463,-36.0,En avance,0,4.0,0
001f3c4211216384d5fe59b041ce1461,7845d9a1a3d511b756a5c2c2352ba770,-11.0,En avance,0,3.0,0
002043098f10ba39a4600b6c52fbfe3c,4c5fb984844ad48dc34f8acf42eb0eda,-16.0,En avance,0,4.0,0
002311514717ca8b65b09a26cdf7b91a,9256fda5584ec43f6212f63bdf17b2ec,-18.0,En avance,0,5.0,0
0023557a94bef0038066b5d1b3dc763e,e91130c6fc7b9ad7646ba8260477bd66,-7.0,En avance,0,3.0,0
002471155ecd08d208d1376720e2a907,f9e6499752da6fc8ae3b440055370d8f,-11.0,En avance,0,5.0,0
00256bf7b05c08f6a5849df3d0a64f1f,9486c11941b06fdf44a70c74c0d03ed3,-37.0,En avance,0,3.0,0
0025795df7a7d077c4c90162fa820085,dc9b66f791e6bc0d3a44e2c513a1d117,-18.0,En avance,0,1.0,0
0027324a96d26a2bc7d69262f83c8403,07357a6641ec997dc95d17a571f9ce5f,-9.0,En avance,0,5.0,0
0028a7d8db7b0247652509358ad8d755,75e6b640cd630f2a1b0250fadc68da12,-6.0,En avance,0,3.0,0
0028cfeb9dfcd3628a56d5b6400deef5,1f92ee0cb5a486074e52ffcecaa1dbd0,-15.0,En avance,0,5.0,0
00293787e2aec37a9c253b63fdfe2049,26967c9a40c842f7e0067b4ef5489082,-8.0,En avance,0,3.0,0
002aba8c1af80acacef6e011f9f23262,f407e662a10a7864e42c33fdc559ff0a,29.0,>15j retard,1,1.0,0
002ae492472e45ad6ebeb7a625409392,3ef9cbaa0a848de9dd30b1953d31a730,-14.0,En avance,0,3.0,0
002b4cd83fabaffaa475f78ea5ef3e08,22bf3dde4d90667a74118fad0041bfd5,-28.0,En avance,0,2.0,0
002bdeb33da5b1b3ce8b9c822f749c82,33333d8eea2fd73fef836145d8e725ea,-26.0,En avance,0,5.0,0
002cdf87d4c03f08f7eb4551a923affc,952da942e2586c7131de1381aba049a3,14.0,6-15j retard,1,1.0,0
002d3bd901608f67c3fc11eaaa842b13,34d14e4938fbe164df32fbf18b181497,-8.0,En avance,0,4.0,0
002d71b244beb91ca7030b15ab526446,b14a8291157869f3d51b2d24c96d2da7,-12.0,En avance,0,5.0,0
002da6dde369f6a8b4c999ed61eb5a87,cf8ace9395d2ee06b4b513df8ba682b3,-14.0,En avance,0,5.0,0
002eb8b96288f3804e21d2777ac29895,e1b7512618fd9b1dc5bba0cfe3a7aee4,-12.0,En avance,0,5.0,0
002ed12115742033f015cb3c269ccf68,565f70f153b3d8a2684d6808ba284de7,-14.0,En avance,0,5.0,0
002ef00822613c94613e60e03b169fef,b525c6d19f79d13ff968c544e517bafe,-18.0,En avance,0,4.0,0
002feefec5af0a3b26ee7839c66d205e,828c3114b783f896fba059433600c471,10.0,6-15j retard,1,1.0,0
003035f5ec76f2220098377482de93c9,0903e0b7f189735c47cae28e5e5766f5,-11.0,En avance,0,5.0,0
003162bf0351f47a1a247992b8b9b42d,5c0020b504a0fe54c58f9135380f6e6d,-10.0,En avance,0,5.0,0
00324c9f4d710e7bac5c5ba679714430,1405c563a488ba7869c598deec085886,-17.0,En avance,0,5.0,0
0032c76b20340da25249092a268ce66c,59fa27082bb77c5dbd8a6568f3b34380,-27.0,En avance,0,4.0,0
0032ca69771a7758ce643258bb9e4ac7,7073be83c3247747c26a69d5a689edbf,-9.0,En avance,0,5.0,0
0033f4a2887e07e25aa1204d482f41ba,c08a3a0b0a729cc378e7a36ebf5e9a95,-18.0,En avance,0,5.0,0
00344274804f3b8003de1b0562ae01df,29987cf19684b333665b685a76f8dd8e,-11.0,En avance,0,3.0,0
0034c76b7e6a17d738375b99afc2f01e,6b58f3523e45f9838f702acbc21e2f51,-13.0,En avance,0,5.0,0
0035029989e6fc5cf030918a5f9f2037,7828e49a0881db0def748546e4b2c8dc,-12.0,En avance,0,5.0,0
003650b504826ea534e02eba0ab58dd5,4bd1099b6061705c9dc280f3f0c4324a,-13.0,En avance,0,4.0,0
0036a074f98b80c4f1fc33dbbcf9c552,4c05a3711a90dee7f6336af0f3385142,-14.0,En avance,0,5.0,0
0036b4a3d09ad551a5188c2e374da402,64186fc41dae6b5dcb3e6b743d4220a1,-13.0,En avance,0,4.0,0
0036d365b138cc0ee06bed755bcb5044,06a84b737d3839803dfc2e1a7e740d2c,-17.0,En avance,0,5.0,0
00370dfde3d012c420d29657afc2fc8b,b1c2e69c9063d5ab5c9fe9138ecb08e0,-26.0,En avance,0,4.0,0
00377a18050b898b93e2c774be9947db,b4cafb8fabcef776ee4b1108769b47ae,14.0,6-15j retard,1,2.0,0
0037aa56b017c105c3a9d47af71fff98,4ba83c2746627aa89b8cbf168fbb6fa3,-7.0,En avance,0,3.0,0
0037d2bbb9ebc39d9114aea27ee16d72,cf838b10d965c765a75c4f6f17bf645e,-51.0,En avance,0,5.0,0
0037eb1ff742ee2e71ba887f65f3c6f3,d873fac825acde118d8302108e56afff,-21.0,En avance,0,5.0,0
003800162424b7b5b3d75c9cf22a66e7,e2fca022373f1b683cf49d41e76ec1e8,-21.0,En avance,0,5.0,0
00391594070baf8603f5fdc1d0c6a48c,c9d520a482f52b364a05d0252cd45852,-3.0,En avance,0,3.0,0
003a5571a07dcf09bf117d13d2980ba3,915a2730449787ced8fbbc1794ca7d0b,-14.0,En avance,0,5.0,0
003a7a8eb096ed3cbf713d2def1ca701,2f0b8584b80af898d09aed535fdd2307,-12.0,En avance,0,5.0,0
003ac9408252444b489b1bfc013f5f8c,0decbe12758413b8bdfe6128f949c13f,-21.0,En avance,0,5.0,0
003ae409f37c3c30cb1c974af3a42692,c0c2ece9e641c6fc11690ceafbc7469e,-3.0,En avance,0,3.0,0
003c2067070f5b3d923235b1ea1cc17b,a250e33c3d40fa9dd726391ebc5a4abb,-18.0,En avance,0,3.0,0
003c457932a554e4df13834237b1ed00,081081d7c1bab4679737b9254c3e992a,-15.0,En avance,0,5.0,0
003d56767e53e08671de00da3fba8d40,7965b290cc7fe4790d45eaeded895967,-4.0,En avance,0,5.0,0
003db7adfcdc49857b095a50191b6c9d,2b7e3239c2257eb4a6cc95f73285b970,-10.0,En avance,0,4.0,0
003e28cb6fab8a0901bff9229612375f,fcadcc442807c2370f7d45ae2bcce264,-19.0,En avance,0,5.0,0
003e2af81ea3c72fbdd093f07724a4de,fe642627ef34edffd9e897365f2d0449,-15.0,En avance,0,4.0,0
003f4901fdb60ae9c1e2538b84c208e1,7ff2fc53faa0627c1754a4b00e5f65f2,-5.0,En avance,0,5.0,0
003fb95e849e71e732629d94bb92762f,61c3c1cdd42ccd14931a2fe11d77e2a7,-13.0,En avance,0,5.0,0
003fee4ca17927283128c7ddc6f9311b,cf8ed2e1892b687d2ab983835459a604,13.0,6-15j retard,1,3.0,0
004177f7bf62929186b32c7fdaa6157b,728bab0ec00db2d2385200ce1b5a3ec7,-29.0,En avance,0,1.0,0
004256f082951ec189a4962b6788c214,217aad2f8085d3fb8f57ba39f8f6bd93,-7.0,En avance,0,5.0,0
004288347e5e88a27ded2bb23747066c,a61d617fbe5bd006e40d3a0988fc844b,-14.0,En avance,0,5.0,1
0042dcca0ae57aaec6e808edc31a2d48,33c97c0983409cce4352fd750138e556,-25.0,En avance,0,4.0,0
0042dfa8925d6eb23e471ec350454f04,6afd909a05ed31cc089bc63300ffc2e1,-6.0,En avance,0,5.0,0
0043d65f8039b4a4d43bc7b0f450ac2c,0ab0adc81c98426d2cde86ab2ba52bc3,-13.0,En avance,0,5.0,0
00444f48f6c9b55657e49435ce3a97ca,acf4b337d94686e3ff709ce923bc2e47,-11.0,En avance,0,4.0,0
00446a03d7a34d191507c9e42870d0a5,a7369745f22345ef2b1cbfc57e4e0a73,-14.0,En avance,0,5.0,0
004493e0b0a37317d25665d340c0677d,9fd07681f43c9216956e0a1ee8f8775d,-45.0,En avance,0,3.0,0
0045e9ad4d6c85d2323a7ab374b76183,50c4d73707f3154c08eb85d0fd1e5149,-19.0,En avance,0,5.0,0
0046311f458d8041b00063cb99482903,4a580bca631a940ffc9e25c96da01773,78.0,>15j retard,1,5.0,0
0047f3e16441284d757a8963344f6c59,1fc4c658ba7a1f8edf3492ce534944ee,-9.0,En avance,0,4.0,0
0048706e497cfba0b689e1e3497bc99e,afaee45f0a9f01571cc18395ecc4ad0e,-4.0,En avance,0,4.0,0
0048a779a98a7848514096ff04046079,b55ed7407eb340d0db40dfb2759c756a,-8.0,En avance,0,5.0,0
0049a16516d38fc2246696172a257f16,a1cc4ec47d976c44b54dec962f21d613,-13.0,En avance,0,5.0,0
0049dadc30da6a277c1e9d371df5a66f,e275c17fb8425498234a98fce0ae9a38,-1.0,À temps,0,3.0,0
0049db44bfd6cee26ac9c649329ff6ea,6b3b2c21c6f15b7203c8bb1283c74569,-7.0,En avance,0,2.0,0
0049ec2d7a5818d0e4b3f4735cec2458,465a271ded1329037fb92a87a725c131,-11.0,En avance,0,5.0,0
004a432489f6630c6dfd3fc4454603f5,ef24d89a1994d468c2903e3d2dbfae56,-16.0,En avance,0,5.0,0
004b45ec5c64187465168251cd1c9c2f,9392c5e72885ad5aba87e6223ca9838d,-22.0,En avance,0,5.0,0
004b9b1634b7becda8eec4e96bced882,1722f4de186ebcdb68411641263f6ae2,-5.0,En avance,0,5.0,0
004d17fa2cb102a7c4817f040c884e59,ad46543febeab4e4e1f1aab5a3ae28db,-14.0,En avance,0,5.0,0
004df63539fd5e38d4b0a0506de7549c,c8213e60d923c834447d410caab1898d,-21.0,En avance,0,3.0,0
004ed862ea4e55f18868d3d782d10879,28d1a3ffec32edd0241a144474f1532d,-19.0,En avance,0,3.0,0
004f84d065096f3cedd26cf0adc80b9d,589cee057c9f85a83427878ae34dd47b,-8.0,En avance,0,4.0,0
00504b68faa074d0f40adcb4f7727f71,013a98b3a668bcef05b98898177f6923,-31.0,En avance,0,3.0,0
0050dcff37f8b9ff611d245e30572b46,36b513ae01c274c623245660d7069dfa,-22.0,En avance,0,5.0,0
00522457bba00bba576a34fd9b4808fd,9da02db988be4c6560597e90391a4cdc,-14.0,En avance,0,5.0,0
005226be8d5b972d0f72b4e8a79f322b,8907bb31267526a99da12076a84a87b6,-19.0,En avance,0,5.0,0
00539155ce68fbe677934aebdb17e09b,2fc58fd97ab3288872ad6b35bbd712c3,-7.0,En avance,0,4.0,0
00543330561a9088f8b3879114a7b008,fb8d3c9c828695a80f48d03b0675ea08,-21.0,En avance,0,5.0,0
0055b522bc89cbfbf376d8b59a628470,1801c6babedcb89ced12ae5f6352f787,-22.0,En avance,0,5.0,0
0055bbb9c95f6acb8db89d1f6c316407,2caa92df77593ebdf24a65d26e9001e2,-7.0,En avance,0,5.0,0
0056c2dd794a5eede6164dcae635875a,990791b9237f52581d0a924b447c6fdf,-10.0,En avance,0,5.0,0
0056f26cb8f20916c3baa0e39fc30709,9b45a289e3300fa64d3cd65f0b910d21,-9.0,En avance,0,5.0,0
005754cb59f8ee5cdbb5cda9d138757e,bcd881f346c66116b4cf838352ea8eaa,-12.0,En avance,0,5.0,0
00575b2023dedcc0f3e81a938834689b,d3c5d59ee5c6bd9cbb3230d8bfebfffb,-3.0,En avance,0,4.0,0
0057f64bff87f4698b4cbd338d62a2a8,c2cc8d0823730be302a4ebe1d96339fe,-2.0,À temps,0,4.0,0
0058e7db269cc11558913b42beb115d0,58a119245f2e512b9b05bec10cc8c1c6,-7.0,En avance,0,4.0,0
0058f300f57d7b93c477a131a59b36c3,81a93b2fa39e104b865b2bc471c16008,-12.0,En avance,0,5.0,0
0059acd36094bf670ec8b21be6c0044c,da32fa81177a5a6ac35177b05714742d,-15.0,En avance,0,5.0,0
005d8faa4cf789cf52fb880a8569880a,2781125ad13588f38220a6686692d314,-11.0,En avance,0,5.0,0
005e32bc930906dc6b65fb9d11cce3e2,7b4371df7c7f31967a101f1d4559875a,-28.0,En avance,0,5.0,0
005ee3e015ec18092d7782e507cf68fe,0b8315fe345e3639eb0a1a2d6e122d36,-30.0,En avance,0,4.0,0
005f060d4223956c62b64e9567a36f0f,7f1a619240cf71f520b13b660753f8c7,-2.0,À temps,0,3.0,0
005f4b46e70bbd3295a38e2fd28d6566,30552396e65cfc4856e8520b7867414f,-16.0,En avance,0,4.0,0
005f6fa02633470267dcd1e3ecd0fa79,5a7e3486fb94e316c6926e1d6d52749b,-21.0,En avance,0,5.0,0
005ff4ebe100db3eebbe6f7b19a8f99a,8d6ed3e982e12a1684b31540309e044b,-4.0,En avance,0,5.0,0
006031108b00e5f73b2426a50b50f9c0,36909b609792791f7f50d7cff2b5a0d6,-10.0,En avance,0,5.0,0
00605a8897ed9ad73b5c93bebad2541a,45ccc16a94688d4edb709ff6eba966d5,11.0,6-15j retard,1,5.0,0
00626f29f9b57d3ef7c1739ff03e944e,faef665b7a0746076cdba7746c217cb0,-10.0,En avance,0,5.0,0
0062adafa3846d9f372d8f1bde591b24,e5f0df20f3f036b329b93eb2fde29a61,-2.0,À temps,0,5.0,0
0063817060d662048ed08bccecaf45d5,e5acfcde950aab469e4885712a1cb69f,-19.0,En avance,0,5.0,0
0064a1b5f5cddd047c987b988a90c8c1,f8c23d339c140eddae8418d518af8497,-6.0,En avance,0,5.0,0
0064c96f536ac6250275482221834154,521e3a4e1c2be8a5c60f57484240f136,-17.0,En avance,0,4.0,0
00651d97d964127ccfc0e2e55464876d,962b2008b2f1e396e0d30b76caa96832,-10.0,En avance,0,1.0,0
0065f6fb341f013a95a8e11cdc98d07a,8ab12616ff9cf79ce869bcfd0c7dec3f,-6.0,En avance,0,4.0,0
0065f7795a38381973a373c8b4939679,67407884c43b844b22aa1a20de86130a,-20.0,En avance,0,4.0,0
0066b328e72fd82fd7420bf849c0e8b4,2f70d6fc23a1899fd564c990dfcf51fc,-4.0,En avance,0,4.0,0
0067d2652c12515146721538868bbd80,fe49c4a1416840f8ed6bd36daac85aae,-16.0,En avance,0,5.0,0
0068bd2e9e76c018846dbc6e2bec5ac5,7282809524b9b429bb37460b46596293,-21.0,En avance,0,5.0,0
006a8c1784d622ebe06bab57e72ee045,334fcd4953d5e5b64f124a0ba7ecb317,11.0,6-15j retard,1,2.0,0
006ab6f5e82340e927757563a9fbe7e4,0d8fd53f6fe12430bce52454cc326f8e,12.0,6-15j retard,1,1.0,0
006b297ed73773b17d8874a2eb4466e8,f2a5651dedee83dc9eba7d0cb9703660,-8.0,En avance,0,5.0,0
006bbb235068a01d2e3e47fa09ccf53c,954ecf032c0fbd43696c6b12baaa293b,-7.0,En avance,0,5.0,0
006c10bfead12ac8d90486fb4ce4e603,931e76c33f2109e760025ef697884eed,-8.0,En avance,0,5.0,0
006d763076d74d16d66e828e79ec1544,a5120ed3cf3bce38162653b51ce81d04,-11.0,En avance,0,5.0,0
006e937bd5a5e32043018a6d1521b5d5,c8bf388d81617b961b598bc9b8b30811,-20.0,En avance,0,5.0,0
006ec5b170182812131c7d9b219c036f,0566f139f1d1dff8ebfb3b1233ef4dd0,-20.0,En avance,0,5.0,0
006f2f20cf0cd723624b99d0e8e40d0c,4b14a51e5df694c654b9b82731f92a55,-14.0,En avance,0,5.0,0
00704e915ae0d4a236eace0267454cf9,70848392a2b1c4ea647d7206bf1b5b47,-8.0,En avance,0,4.0,0
00705dcbc0b9cad67abd658612770905,650e96bb8f069e30f346534aa42860a7,-2.0,À temps,0,5.0,0
00720f160ff500d3605a1bf403eb62d9,f4e8bc6ae51a675b5d9ba08f3a4adf23,-7.0,En avance,0,5.0,0
00728bae3dec9c16b2193ab7e3195eb7,8d0c7472a5800dbd21bd547db00f541c,-1.0,À temps,0,5.0,0
00737247e3dc1942da2c527ef3bd2709,ab18ff09f55ca3ccc4dbf5bed2c9036d,3.0,1-5j retard,1,1.0,0
0074a1d3f1995ff0538dc7197500973c,4bae63148c0e5ba0afb03cace07f580b,-7.0,En avance,0,5.0,0
00762eafc5dac5fc1574f91e9b7c9b67,c635b7e8fb0f2db9ddb1481111af5996,-12.0,En avance,0,5.0,0
007658319c060f337577e8a1834d5df5,c82910354fbdc0bc475f3ee34607fd63,-6.0,En avance,0,4.0,0
00765d375af0e700f61c57db00a8ee63,f46e4f5d8a19ca64b1781bf227b9ee19,-9.0,En avance,0,5.0,0
0076a71311bb2386a353f5ba87d2aa29,d298ea5c4ab89055dffb4f0cf994925f,-21.0,En avance,0,5.0,0
00776f3807b128beca64cd0b27138d92,55826c853b7245fee48da8b2539b6944,-3.0,En avance,0,3.0,0
0077ba3f829303a1dce98552495c91a1,f791b3e41bbd74269effdae85dd311ef,-15.0,En avance,0,4.0,0
0077dc76aaf02323f03bce9b00878253,ac018e51985244ead60060db0a84f1ad,0.0,À temps,0,5.0,0
0078108af1d2dc4b1601c744ca581b4f,e31ea4183de6b416446423888f5dc3d8,-7.0,En avance,0,5.0,0
0078bb0f0d23e922d08437b7d0e13907,67e871df7739d67a0a128b9e66a3620b,-8.0,En avance,0,4.0,0
007953b3182d5ccc9189a694f5c68163,58b198357d2b68044f885a370a585ff3,2.0,1-5j retard,1,1.0,0
00797f371bc0f6adb4d267be541a92da,4245e49d026ef1f440041837b6eac52a,-14.0,En avance,0,5.0,0
0079b50e9f77c1148b472818f92eaebc,ace8119e1ccd050e898a31eeaf829121,-17.0,En avance,0,5.0,0
0079b7407a428543a7f178cc09164035,81dbb577a47365babeaa44fe4f9a5666,-19.0,En avance,0,4.0,0
007a2fab7046647dad04fe7d08c57820,59afba5b7b763745429be3e96dbda975,-11.0,En avance,0,5.0,0
007ad549acb91673f04eac22c0568114,9bcee5211be4c4e8785242c9fcd22e32,-16.0,En avance,0,5.0,0
007b8307b6448f0425ff2001f00c1bdb,c097e1a4e7912ab6cb8d54df8de9b73e,-11.0,En avance,0,4.0,0
007ba48697b079e78f168b051462dd1b,167f04d11667c6073896de381fe051f5,-29.0,En avance,0,2.0,0
007d9f716ead2bc8712255271a38f609,bd7a1572f0c329c9fa884396b3ac374b,-10.0,En avance,0,5.0,0
007e21b7a007c8f8dadfa43c9d5a91db,968a408760f771cab3ce5db012e90a1f,8.0,6-15j retard,1,1.0,0
0083e758383b3deb6c6dac1b0b431ac0,096577992f6aef252ccc5ae7da09be09,-4.0,En avance,0,5.0,0
00842c7d0cedb9e1edad8e9b7d148f09,2388959a19bd21ca9ce8639defeb9789,-9.0,En avance,0,5.0,0
0085139b503668b3addcfe826d91be8d,6e0f64efb04a60cc8a5bff3e30663c02,-6.0,En avance,0,2.0,0
0085d749fc64f766ece1729464f8039a,4f940e976473a0facd3c6def01f9fc19,-10.0,En avance,0,5.0,0
008778a1591d49f6b2464dffaa4fa662,2a3a8593aad8c5ddedc827304dfedbab,-11.0,En avance,0,5.0,0
0087c31081ea8d160baa06bf4ad4d76f,07946e40cd8c6b2ab27f0fe14f21f7dd,-22.0,En avance,0,4.0,0
0087eede471173af78d789df249c3a45,42a774d85db214c9b8e062c034545288,-19.0,En avance,0,5.0,0
008b06aba4b5f5b5b94f525ccf520624,cba45d3fa18d26bd7c6935fca4449feb,0.0,À temps,0,5.0,0
008b82b072c6b564fcce49a325f84097,22420f3718ef75dcddb4f03201096895,-22.0,En avance,0,4.0,0
008ca52811784a181c8c88e8d66b49db,f975710202a96794f2b466c4dbea49e0,-15.0,En avance,0,5.0,0
008d17333e414049279c7822dfd5f019,d67954930a77c40b72e9ee69fa019a81,-17.0,En avance,0,5.0,0
008ea5bdd1a99fb584cce7739349da75,b1e4c6a1e5aadfa638df88ba7b685cab,2.0,1-5j retard,1,4.0,0
008f3d5f45a11059239a5c452cd00006,a6dfab363a9e239287c4b1e3c275fb93,-28.0,En avance,0,5.0,0
008fb2ecc75561d202dd4db2e0ceec25,cae155b8d4bd6e84685e5ca5c0f8ecbb,-4.0,En avance,0,5.0,0
009000746b4fc73fe77ecc396fdb78d2,963b6259cdd558e7e45e12f2917b6a8a,-21.0,En avance,0,5.0,0
009062f98089a091615b5c9faa13de26,b19b783be83450d0c4d0b92c5343a528,-12.0,En avance,0,5.0,0
009210a1646725341917560a13f7799f,0a76ae785560c5882874b2738c60d958,-11.0,En avance,0,5.0,0
009231b0ef6a6b4f5a5fe46938827b83,49e9a33958600b70cd7167fa011317ef,-5.0,En avance,0,5.0,0
009301957bc7714394865c44650d8060,b8709d077ce71c8db784818569960cb2,-7.0,En avance,0,2.0,0
0093aeb87eca387dd153f965aa10c060,ea33aded94976ddb4b9ff4eda6c2eac9,-8.0,En avance,0,2.0,0
0093c499f4f9c0e169ead490aa62ce3e,34f275d9e157cbaa33ca327cf52e19b0,-9.0,En avance,0,5.0,0
0093dbe7f479386a92095026decf825d,aefdeb364dad62902b4e3a0b07b8a8fa,-13.0,En avance,0,4.0,0
00941614a654458b888b8780815bd26c,71a911a3509a408b60846ed2e5f91e70,-7.0,En avance,0,5.0,0
00950dbc783342e164c24e09023ebcb7,b038f6ae89bdd1fddd3b51ace3ff8b30,-11.0,En avance,0,5.0,0
009671b5dc80cdf32aeb5850868ba81c,7652fbc918bcb58171f18ea78031a986,-8.0,En avance,0,5.0,0
0096c18412349537abc45e350581cbbc,d24b287420a2c9f6fcbe91cc11d788c3,-13.0,En avance,0,1.0,0
0096c9cb600a08e601f7c2be6734531a,93ee9cb7db8225691be98c521eac1e28,-10.0,En avance,0,5.0,0
0096f8cd903cc205efab77d5ae6bb6f1,61cabe0c7863902624818230a6b61a17,-8.0,En avance,0,5.0,0
00970787f181925ba33bd32b3817f742,1f186ad4ad389666cd9482ce1942038d,-4.0,En avance,0,2.0,0
0097c1e3f3c2fed7a7d8cf30be1a33df,e61446b718befe7289d6a8451938b645,-11.0,En avance,0,5.0,0
0097fca0db567f5ca79509b7b4fc1c2d,9bdf94af058f959fbc09c3ea1eb32465,-17.0,En avance,0,1.0,0
00986cafefb6e670cceca01694bda599,b72528954592dd3225bff1b524a08dda,-20.0,En avance,0,4.0,0
0098853a28531d48988a2fb02b30840e,b6e0e6fd530fd4d992e4e29014fbf251,-28.0,En avance,0,5.0,0
009890d2f2b15df1267ed7f90f45fc4e,b844269f8f77813365bde577805911f1,-19.0,En avance,0,4.0,0
